mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0.0,r,4.027696,1.532776,0,2.627713377558104,1
0.007700000001932494,g,0.502305,2.157362,0,0.23283296915399457,1
0.015400000003864989,i,11.283261,2.336164,0,4.829824019204131,1
0.022100000001955777,z,7.910135,10.426188,0,0.7586794905290409,1
1.9841000000014901,r,4.690853,1.085749,0,4.32038436139476,1
1.9918000000034226,g,-0.769253,1.134071,0,0.678311146303891,1
1.999500000005355,i,14.26622,1.489163,1,9.580025826588493,1
2.010500000003958,z,18.046728,2.379333,0,7.5847844753130405,1
2.020600000003469,Y,16.153198,9.562551,0,1.6892143111184454,1
16.873899999998685,r,1.590551,0.897466,0,1.7722688101833386,1
16.881600000000617,g,-0.147502,0.778724,0,0.18941499170437792,1
16.88930000000255,i,9.386709,1.36061,0,6.898897553303297,1
16.900399999998626,z,7.98558,2.16461,1,3.6891541663394327,1
16.911400000004505,Y,17.943666,5.037467,0,3.5620413989808766,1
19.79500000000553,r,5.694108,2.071171,0,2.749221575620748,1
19.802700000000186,g,0.315313,2.827096,0,0.11153247006822549,1
19.810499999999593,i,8.237119,2.172425,0,3.7916701382096045,1
19.821600000002945,z,6.665168,2.696016,0,2.472228651462009,1
19.832800000003772,Y,19.731895,6.340697,0,3.111944160082086,1
28.895900000003166,r,2.085882,2.359106,0,0.8841832456871372,1
28.9036000000051,g,-8.547194,2.877274,0,2.9705874379708015,1
28.911299999999756,i,8.851621,2.28127,0,3.8801286125710677,1
28.922300000005635,z,8.995687,3.00185,0,2.9967143594783217,1
28.933300000004238,Y,2.221066,7.140294,0,0.31106086107938974,1
31.766800000004878,r,3.088256,1.470507,0,2.100130091186237,1
31.774499999999534,g,-0.134438,1.416386,0,0.09491621634215533,1
31.782200000001467,i,6.652708,2.372782,0,2.8037586259504663,1
31.79330000000482,z,8.368793,3.125833,0,2.677300098885641,1
31.804500000005646,Y,8.910548,7.625154,0,1.1685728576760548,1
46.86319999999978,r,2.88647,1.080754,0,2.6707927983611444,1
46.87090000000171,g,-1.020522,1.125934,0,0.9063781713670606,1
46.878600000003644,i,2.842908,1.94542,0,1.4613337993852227,1
46.88969999999972,z,8.315855,2.820116,0,2.948763455120286,1
46.90080000000307,Y,1.524687,7.028642,0,0.21692483412869798,1
49.89390000000276,r,0.819162,2.320664,0,0.3529860419259315,1
49.90149999999994,g,1.05026,3.400114,0,0.30888964311196626,1
49.9091000000044,i,3.070537,2.674938,0,1.1478909043873167,1
49.92000000000553,z,1.494684,3.07912,0,0.4854257060458832,1
49.93100000000413,Y,12.000511,6.590358,0,1.8209194401882263,1
56.75089999999909,r,4.779249,1.632954,0,2.9267505392068607,1
56.758600000001024,g,1.98613,2.118208,0,0.9376463501223675,1
56.76630000000296,i,5.0432,1.748821,0,2.8837714094238347,1
56.777399999999034,z,6.497074,2.214208,0,2.9342654348642943,1
56.78850000000239,Y,1.511771,5.121141,0,0.2952019872133964,1
59.68160000000353,r,1.977726,1.045277,0,1.8920592340594886,1
59.68930000000546,g,-1.110886,1.01232,0,1.0973664453927612,1
59.697100000004866,i,2.750813,1.791663,0,1.535340630464546,1
59.70820000000094,z,6.548251,2.753878,0,2.3778290105807156,1
59.719300000004296,Y,-4.118407,6.601507,0,0.6238586128894509,1
62.68149999999878,r,1.15115,0.998974,0,1.1523322929325486,1
62.68930000000546,g,-0.927012,0.973797,0,0.9519561058413611,1
62.697000000000116,i,2.238633,1.586447,0,1.4110985113275136,1
