mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0.0,r,0.794953,1.522651,0,0.5220848375629084,1
0.007700000001932494,g,4.201907,2.141659,0,1.9619869456342023,1
0.015400000003864989,i,-2.832895,2.32181,0,1.2201235243193886,1
0.022100000001955777,z,-1.878672,10.388588,0,0.18083997555779474,1
1.9841000000014901,r,0.831174,1.077107,0,0.7716726379087685,1
1.9918000000034226,g,1.364223,1.126205,0,1.211345181383496,1
1.999500000005355,i,-2.264419,1.473587,0,1.53667140114564,1
2.010500000003958,z,0.27095,2.363889,0,0.11462044114592522,1
2.020600000003469,Y,17.762745,9.536456,0,1.86261489593199,1
16.873899999998685,r,0.607908,0.891617,0,0.6818039584260955,1
16.881600000000617,g,-0.577866,0.772312,0,0.7482286951387522,1
16.88930000000255,i,1.367986,1.349356,0,1.0138065862529977,1
16.900399999998626,z,-2.27677,2.154197,0,1.056899624314768,1
16.911400000004505,Y,-6.708143,5.014016,0,1.337878259662514,1
19.79500000000553,r,-2.701666,2.057492,0,1.3130870010673188,1
19.802700000000186,g,-5.641312,2.803853,0,2.0119856497469732,1
19.810499999999593,i,-1.526475,2.159742,0,0.7067858105273686,1
19.821600000002945,z,1.243047,2.685299,0,0.4629082273519634,1
19.832800000003772,Y,2.523163,6.315567,0,0.39951488124502516,1
28.895900000003166,r,-2.564079,2.345147,0,1.0933553419039403,1
28.9036000000051,g,-1.974271,2.853099,0,0.691974235734547,1
28.911299999999756,i,-1.382302,2.268033,0,0.6094717316723346,1
28.922300000005635,z,5.039068,2.990666,0,1.684931717550539,1
28.933300000004238,Y,0.828129,7.119864,0,0.11631247450794005,1
31.766800000004878,r,-0.618443,1.460654,0,0.42340143524749874,1
31.774499999999534,g,-0.675197,1.404715,0,0.480664761179314,1
31.782200000001467,i,-2.152194,2.360082,0,0.9119149249898946,1
31.79330000000482,z,5.104542,3.114483,0,1.6389692928168176,1
31.804500000005646,Y,-1.68299,7.600818,0,0.22142222060836084,1
46.86319999999978,r,2.67844,1.074459,0,2.492826622514214,1
46.87090000000171,g,2.417783,1.119616,0,2.1594752129301478,1
46.878600000003644,i,5.82639,1.938365,0,3.0058270759119154,1
46.88969999999972,z,11.96352,2.812127,1,4.254260209442888,1
46.90080000000307,Y,16.340694,7.01462,0,2.329519489295215,1
49.89390000000276,r,4.176848,2.308363,0,1.8094415826280354,1
49.90149999999994,g,-2.490848,3.371772,0,0.7387355965943131,1
49.9091000000044,i,9.063091,2.665386,0,3.4002921152883676,1
49.92000000000553,z,7.887506,3.070786,0,2.568562576486932,1
49.93100000000413,Y,5.688988,6.569431,0,0.8659788039481654,1
56.75089999999909,r,1.45,1.622262,0,0.8938136996366801,1
56.758600000001024,g,3.12706,2.101421,0,1.4880692636078159,1
56.76630000000296,i,6.360308,1.741943,0,3.6512721713626677,1
56.777399999999034,z,15.781492,2.211285,1,7.136796930291663,1
56.78850000000239,Y,11.372324,5.111809,0,2.2247161425632296,1
59.68160000000353,r,2.954006,1.040006,0,2.8403739978423204,1
59.68930000000546,g,1.177561,1.005694,0,1.1708939299627918,1
59.697100000004866,i,9.861284,1.787672,1,5.5162714412934815,1
59.70820000000094,z,13.759672,2.747518,0,5.008037072004624,1
59.719300000004296,Y,16.155413,6.589671,0,2.4516266441829946,1
62.68149999999878,r,2.447118,0.9942,0,2.461394085697043,1
62.68930000000546,g,1.732924,0.968338,0,1.789585867744527,1
62.697000000000116,i,6.370779,1.581925,0,4.027232011631399,1
62.70810000000347,z,15.726234,2.60423,1,6.038726994159503,1
62.719300000004296,Y,23.982992,5.940173,0,4.0374231524906765,1
68.7303000000029,u,1.734526,1.956097,0,0.886728009909529,1
69.68180000000575,u,-1.549546,1.890545,0,0.8196292603455618,1
70.6797000000006,u,2.240737,2.727518,0,0.8215296837637737,1
71.68760000000475,u,1.009151,3.215679,0,0.3138220574877032,1
72.72760000000562,u,1.046981,3.000304,0,0.3489583055583701,1
84.63709999999992,r,-2.775481,1.673774,0,1.658217298153753,1
84.64489999999932,g,7.684931,2.51212,0,3.059141681129882,1
84.65260000000126,i,4.681001,2.272678,0,2.0596850939728375,1
84.66370000000461,z,5.806716,2.791656,0,2.080025619202366,1
84.67490000000544,Y,17.090424,5.877649,0,2.907697278282524,1
88.60770000000048,r,2.275669,1.194434,0,1.9052279154813077,1
88.61549999999988,g,-0.409377,1.158114,0,0.3534859262559644,1
88.62320000000182,i,1.472141,1.604078,0,0.9177490122051422,1
88.63440000000264,z,6.975403,2.153836,0,3.2385952319489504,1
88.64549999999872,Y,4.151256,5.256391,0,0.7897540346599026,1
91.59780000000319,r,1.058037,1.046828,0,1.0107075852002427,1
91.6056000000026,g,-0.665844,1.057597,0,0.6295819674223736,1
91.61330000000453,i,1.823131,1.615131,0,1.1287821235553028,1
91.6244000000006,z,6.098097,2.334147,0,2.6125591061745466,1
91.63560000000143,Y,7.047401,5.290249,0,1.3321492050752242,1
100.68850000000384,u,-1.530346,1.876063,0,0.8157220732992442,1
103.65669999999955,r,0.965584,1.121605,0,0.8608948783216909,1
103.66440000000148,g,-1.051221,1.209251,0,0.8693157996148028,1
103.67210000000341,i,-0.930326,1.489973,0,0.6243911802428634,1
103.68319999999949,z,7.214657,2.209018,0,3.2660019067295964,1
103.69430000000284,Y,4.080952,5.258589,0,0.776054565207511,1
106.6224000000002,r,-2.552005,1.793895,0,1.4226055594112252,1
106.6301999999996,g,2.050971,2.488424,0,0.8242047978961784,1
106.63790000000154,i,1.838834,1.904428,0,0.965557112161762,1
106.64900000000489,z,4.313174,2.459599,0,1.7536086166891434,1
