,mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0,0.0,r,-8.029365,0.695961,1,11.537090440412609,1
1,0.0078000000066822395,g,-9.82391,0.742563,1,13.229732696081006,1
2,0.015500000001338776,i,-8.022511,1.111433,1,7.218168796499654,1
3,0.026600000004691537,z,-7.249294,1.856494,0,3.904830287628185,1
4,0.03770000000076834,Y,-9.986463,4.679211,0,2.1342194228898848,1
5,9.033699999999953,r,-12.536248,2.08854,1,6.002397847300028,1
6,9.041300000004412,g,-11.864583,2.839116,0,4.1789708486726145,1
7,9.048900000001595,i,-9.610549,2.493222,0,3.8546703823406023,1
8,9.059900000000198,z,-22.555328,3.301787,0,6.831248654137895,1
9,9.070800000001327,Y,-17.036736,8.61253,0,1.9781337191278292,1
10,11.871000000006461,r,-8.874501,1.269444,1,6.990856626995756,1
11,11.878800000005867,g,-11.904983,1.240981,1,9.59320328030808,1
12,11.886500000000524,i,-8.409554,2.100516,1,4.003565790501001,1
13,11.89770000000135,z,-12.673911,2.594933,1,4.884099512395888,1
14,11.908900000002177,Y,-7.184521,6.376225,0,1.1267671702300344,1
15,26.967400000001362,r,-9.906319,1.039711,1,9.52795440271383,1
16,26.97500000000582,g,-11.161449,1.046191,1,10.668653238271022,1
17,26.982700000000477,i,-9.875956,1.727214,1,5.717853143848997,1
18,26.993600000001607,z,-6.527168,2.637856,0,2.4744216515230546,1
19,27.00460000000021,Y,-3.052366,5.349181,0,0.5706230542582127,1
20,29.8666000000012,r,-17.777309,2.329012,0,7.63298299879949,1
21,29.874400000000605,g,-10.11076,3.367156,1,3.002759598901863,1
22,29.882100000002538,i,-11.753993,2.490386,1,4.719747460835388,1
23,29.89320000000589,z,-14.808116,2.747384,0,5.389896716294483,1
24,29.904400000006717,Y,-19.248774,6.109243,0,3.1507625412837563,1
25,37.85610000000452,r,-14.648214,1.419844,1,10.316777054380621,1
26,37.86390000000392,g,-18.151762,1.839331,0,9.868676165410141,1
27,37.871600000005856,i,-15.936008,1.648452,1,9.667256310769133,1
28,37.88270000000193,z,-14.059967,2.06946,1,6.794026944226997,1
29,37.89390000000276,Y,-12.925463,4.257691,0,3.03579170024316,1
30,40.76180000000022,r,-14.278086,1.140668,1,12.517302142253486,1
31,40.769500000002154,g,-16.380526,1.071872,1,15.282166154167662,1
32,40.77730000000156,i,-12.743279,1.762026,1,7.232174213093336,1
33,40.78840000000491,z,-13.168779,2.596168,0,5.072390923853926,1
34,40.79960000000574,Y,-8.252655,5.496259,0,1.501504023009105,1
35,43.75440000000526,r,-15.317445,0.967192,1,15.83702615406248,1
36,43.76209999999992,g,-14.979417,0.998997,1,14.994456439809127,1
37,43.7699000000066,i,-13.77554,1.43318,1,9.611870107034706,1
38,43.78100000000268,z,-14.857744,2.11516,1,7.024406664271261,1
39,43.792200000003504,Y,-17.813707,4.893774,0,3.640075532707477,1
40,47.85570000000007,u,-12.144054,1.931162,1,6.288469843544974,1
41,48.75140000000101,u,-18.15,2.155427,1,8.420605290738216,1
42,49.74720000000525,u,-18.228075,2.018593,1,9.030089275054456,1
43,50.74510000000009,u,-22.951828,2.87158,0,7.992752422011575,1
44,51.75300000000425,u,-19.654861,2.971229,1,6.615060973085548,1
45,52.79300000000512,u,-18.44359,2.956982,1,6.237302087060388,1
46,55.99120000000403,r,-14.932239,0.945025,1,15.800893098066188,1
47,55.99880000000121,g,-16.916782,1.108286,1,15.263913827297285,1
48,56.00640000000567,i,-16.700975,1.637159,1,10.201193042337366,1
49,56.0173000000068,z,-14.357351,2.535543,1,5.662436409084759,1
50,56.0283000000054,Y,-5.798241,6.739819,0,0.8602962483117128,1
51,65.77400000000489,r,-10.450337,1.442877,1,7.242708144907708,1
