,mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0,720.9784,r,0.486309,1.436684,0,0.33849405993245557,1
1,720.9861000000019,g,0.572946,1.569304,0,0.36509560926372453,1
2,720.9938000000038,i,1.763959,2.111485,0,0.8354115705297457,1
3,721.0048999999999,z,2.966064,3.07433,0,0.9647838716077974,1
4,721.0160000000033,Y,8.681153,7.409704,0,1.1715924144878123,1
5,728.8917000000001,u,3.647374,2.518083,0,1.4484725086504298,1
6,729.8862000000008,u,4.017321,2.052282,0,1.9574897601791568,1
7,730.8887000000032,u,0.618485,2.181647,0,0.28349453417532716,1
8,731.8779000000068,u,-2.407516,2.585447,0,0.9311797921210531,1
9,737.9464000000007,r,-1.633565,1.565541,0,1.0434507943260507,1
10,737.9541000000027,g,3.959343,1.802941,0,2.196046903365113,1
11,737.9618000000046,i,-2.163878,1.958674,0,1.104766796312199,1
12,737.9729000000007,z,6.318956,2.506792,0,2.5207340696794946,1
13,737.984000000004,Y,-1.256477,5.994028,0,0.20962147657635233,1
14,750.054200000006,r,1.984783,1.107801,0,1.7916421812220786,1
15,750.0619000000006,g,0.235474,1.302712,0,0.1807567597442873,1
16,750.0695000000051,i,-4.243977,2.272254,0,1.8677388179314458,1
17,750.0752000000066,z,25.361069,24.987131,0,1.014965223498448,1
18,753.8522000000012,u,-0.902845,2.049077,0,0.44061057734775216,1
19,754.8162000000011,u,-3.696605,2.881719,0,1.2827777448113435,1
20,761.8880000000063,r,1.258477,0.752724,0,1.6718970034169234,1
21,761.8957000000009,g,0.582699,0.719564,0,0.809794542250585,1
22,761.9034000000029,i,-0.320653,1.207628,0,0.265522992179711,1
23,761.9146000000037,z,0.790288,1.85063,0,0.42703727919681406,1
24,761.9256999999998,Y,-4.298859,4.508886,0,0.9534193146599848,1
25,764.806700000001,r,-1.916812,1.592781,0,1.2034372584806072,1
26,764.8144000000029,g,0.061966,1.994439,0,0.031069388434542242,1
27,764.8221000000049,i,-2.673393,2.031361,0,1.3160600208431688,1
28,764.8333000000057,z,1.365021,2.784228,0,0.49026911589137095,1
29,764.8443000000043,Y,-5.457822,6.506747,0,0.8387942546406062,1
30,767.7988000000041,r,1.815029,1.847658,0,0.9823403465359931,1
31,767.806500000006,g,-1.407949,2.639565,0,0.5334019052381737,1
32,767.8142000000007,i,4.387016,1.918186,0,2.2870649665882246,1
33,767.8253000000041,z,0.4016,2.257287,0,0.17791268899346874,1
34,767.8364000000001,Y,-1.334156,4.836133,0,0.2758724791067574,1
35,775.7524000000049,r,-1.847117,1.157646,0,1.595580168721699,1
36,775.7601000000068,g,0.408882,1.350509,0,0.3027614032931288,1
37,775.7679000000062,i,1.831406,2.126106,0,0.8613897895965676,1
38,775.7790000000023,z,-0.830752,2.855174,0,0.29096370308779784,1
39,775.7901000000056,Y,-0.855846,6.461264,0,0.1324579834533924,1
