,mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0,720.9784,r,1.415076,1.428676,0,0.9904806968129932,1
1,720.9861000000019,g,3.993304,1.558667,0,2.5619994520959257,1
2,720.9938000000038,i,5.931292,2.103774,0,2.819357972862104,1
3,721.0048999999999,z,12.792622,3.066931,0,4.171147639121976,1
4,721.0160000000033,Y,10.582808,7.389138,0,1.4322114433375044,1
5,728.8917000000001,u,-1.823631,2.475811,0,0.7365792461540884,1
6,729.8862000000008,u,1.550823,2.01776,0,0.7685864523035446,1
7,730.8887000000032,u,0.874993,2.15918,0,0.40524319417556665,1
8,731.8779000000068,u,-1.059023,2.557366,0,0.41410693659022607,1
9,737.9464000000007,r,-1.590054,1.556379,0,1.0216367607118833,1
10,737.9541000000027,g,2.70045,1.786895,0,1.5112527596753027,1
11,737.9618000000046,i,5.54358,1.952224,0,2.839622912124838,1
12,737.9729000000007,z,9.578936,2.499526,0,3.83230100427041,1
13,737.984000000004,Y,15.295671,5.983237,0,2.5564207134031296,1
14,750.054200000006,r,0.562445,1.100528,0,0.5110683235683235,1
15,750.0619000000006,g,2.863492,1.294054,0,2.2128071935174267,1
16,750.0695000000051,i,8.189704,2.265075,0,3.6156436321093124,1
17,750.0752000000066,z,17.189926,24.895729,0,0.6904769087099237,1
18,753.8522000000012,u,0.683489,2.029848,0,0.33671930114964277,1
19,754.8162000000011,u,3.157206,2.862075,0,1.1031178428238253,1
20,761.8880000000063,r,-0.149016,0.747293,0,0.1994077289630707,1
21,761.8957000000009,g,0.080897,0.712614,0,0.1135214856850974,1
22,761.9034000000029,i,5.874466,1.206245,0,4.870043813653114,1
23,761.9146000000037,z,10.657236,1.849155,1,5.763300534568492,1
24,761.9256999999998,Y,6.963463,4.499648,0,1.5475572755913352,1
25,764.806700000001,r,-0.6313,1.583437,0,0.3986896857910987,1
26,764.8144000000029,g,1.72503,1.978549,0,0.8718662009381624,1
27,764.8221000000049,i,-0.156009,2.02231,0,0.07714395913583971,1
28,764.8333000000057,z,10.205579,2.77767,0,3.674150997058686,1
29,764.8443000000043,Y,7.117654,6.490762,0,1.0965821886551994,1
30,767.7988000000041,r,-2.921143,1.836318,0,1.590760968416146,1
31,767.806500000006,g,1.476623,2.617862,0,0.5640568525002464,1
32,767.8142000000007,i,4.936059,1.909922,0,2.5844296259218966,1
33,767.8253000000041,z,10.658542,2.253704,1,4.729344226216043,1
34,767.8364000000001,Y,19.102266,4.832493,0,3.9528802214509153,1
35,775.7524000000049,r,-0.476805,1.15084,0,0.4143104167390775,1
36,775.7601000000068,g,0.249358,1.338932,0,0.18623649296603562,1
37,775.7679000000062,i,2.694911,2.117003,0,1.2729840250580655,1
38,775.7790000000023,z,4.080359,2.846665,0,1.433382220949778,1
39,775.7901000000056,Y,12.934408,6.447883,0,2.005992974748456,1
40,778.7692999999999,r,1.118277,0.975981,0,1.1457979202463981,1
41,778.7770000000019,g,-0.367811,0.91391,0,0.40245866660830937,1
42,778.7847000000038,i,4.911015,1.504372,0,3.2644950849922756,1
43,778.7957999999999,z,7.653645,2.258787,0,3.3883872184495485,1
44,778.8069000000032,Y,14.913403,5.428456,0,2.7472642313026028,1
45,783.7419000000009,u,-1.982122,2.361567,0,0.8393249058781732,1
46,784.7376000000004,u,-2.572869,1.957692,0,1.3142358450665375,1
47,785.7303000000029,u,1.678005,2.448053,0,0.6854447187213676,1
