,mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0,367.9933999999994,u,1.814881,1.601241,0,1.1334215149374767,1
1,373.83120000000054,r,-3.57087,2.309182,0,1.5463787609638393,1
2,373.83890000000247,g,-4.432438,2.986805,0,1.4840064885387565,1
3,373.8466000000044,i,1.038066,2.52586,0,0.4109752717886185,1
4,373.8578000000052,z,-0.460197,2.998806,0,0.15346007711069007,1
5,373.8689000000013,Y,12.264691,6.733318,0,1.8214929103303898,1
6,389.8061000000016,u,-0.730967,1.91392,0,0.3819213969235914,1
7,390.79960000000574,u,3.257891,3.627443,0,0.8981232785739155,1
8,391.79730000000563,u,3.157435,3.163879,0,0.9979632596568958,1
9,392.7983000000022,u,2.205929,2.489199,0,0.8862003399487143,1
10,393.7957000000024,u,0.287598,1.971177,0,0.14590166179901654,1
11,394.7894000000015,u,1.309786,2.480039,0,0.5281312108398295,1
12,402.80450000000565,r,0.116061,1.398883,0,0.0829669100275005,1
13,402.8122000000003,g,1.747612,1.919846,0,0.9102875959842612,1
14,402.81990000000224,i,-1.313869,1.662267,0,0.7904079188241119,1
15,402.8310000000056,z,-2.213679,2.0849,0,1.0617674708619118,1
16,402.84210000000166,Y,-2.026007,5.302504,0,0.3820849545799494,1
17,411.7248000000036,r,0.196726,1.90782,0,0.10311559790755942,1
18,411.73250000000553,g,1.199589,2.640213,0,0.4543531146918828,1
19,411.7402000000002,i,-5.433128,2.792773,0,1.945424135796214,1
20,411.75130000000354,z,-0.247762,3.164438,0,0.07829573529328114,1
21,411.7623999999996,Y,-4.608,8.032765,0,0.5736505424968862,1
22,414.71399999999994,r,0.179533,0.857952,0,0.20925762746633844,1
23,414.7217000000019,g,-0.176875,0.721322,0,0.24520949035243622,1
24,414.7295000000013,i,-1.456479,1.378166,0,1.0568240690889197,1
25,414.74060000000463,z,-0.760676,2.196962,0,0.34623994406821784,1
26,414.7517000000007,Y,4.027841,5.670212,0,0.7103510415483583,1
27,417.7030999999988,r,-0.007804,0.891237,0,0.00875636895685435,1
28,417.71080000000075,g,0.610936,0.871152,0,0.7012966738295958,1
29,417.7185000000027,i,-0.800341,1.675438,0,0.477690609858437,1
30,417.72959999999875,z,-3.251295,2.395166,0,1.3574403611273707,1
31,417.7407999999996,Y,8.005504,5.446188,0,1.4699279569489705,1
32,425.7102999999988,u,4.062332,2.440001,0,1.6648894816026714,1
33,426.7141000000047,u,7.09002,2.884576,0,2.4579071586257393,1
34,430.8918000000049,r,-0.872302,1.275099,0,0.6841053126070995,1
35,430.89940000000206,g,2.255978,1.261038,0,1.7889849473211747,1
36,430.90699999999924,i,-1.286582,2.233284,0,0.5760942182006409,1
37,430.9180000000051,z,1.643583,4.046568,0,0.4061671520162271,1
38,430.928899999999,Y,-0.828092,8.80759,0,0.09402027115249462,1
39,433.93960000000516,r,4.053059,2.163821,0,1.873102719679678,1
40,433.94720000000234,g,-2.92692,2.608237,0,1.122183298526936,1
41,433.9547999999995,i,0.005384,2.510782,0,0.0021443518393870916,1
42,433.9658000000054,z,-0.551533,2.912723,0,0.18935305554287174,1
43,433.97669999999925,Y,-6.161266,6.938323,0,0.8880050698129794,1
44,443.7346000000034,r,0.25406,1.080207,0,0.23519566157227276,1
45,443.74230000000534,g,0.65917,1.073936,0,0.6137889036218174,1
46,443.75,i,-3.064095,1.803798,0,1.6986907624911436,1
47,443.7610000000059,z,-1.479383,3.162302,0,0.4678183804076903,1
48,443.7697000000044,Y,-10.971292,11.346708,0,0.9669141040731815,1
49,446.69520000000193,r,3.426057,1.11359,0,3.0765874334360044,1
50,446.70290000000386,g,-0.090787,0.925317,0,0.09811448400926387,1
51,446.7106000000058,i,1.736737,1.350484,0,1.2860107931674867,1
52,446.7217000000019,z,5.855424,2.055322,0,2.8489083462347993,1
53,446.7328000000052,Y,0.205472,5.016336,0,0.040960573613888704,1
54,447.6848000000027,u,3.368279,2.515607,0,1.338952785550366,1
55,448.66849999999977,u,-7.810565,3.201057,0,2.439995601452895,1
56,449.6421000000046,u,3.817673,2.596163,0,1.4705058965866165,1
57,450.64510000000155,u,0.113697,2.943853,0,0.03862183335920646,1
