,mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0,37.85610000000452,r,-0.387922,1.376507,0,0.28181622033160747,1
1,37.86390000000392,g,0.112957,1.775773,0,0.06361004475234165,1
2,37.871600000005856,i,-3.3157,1.604745,0,2.066184970197757,1
3,37.88270000000193,z,-2.197329,2.023909,0,1.0856856706502118,1
4,37.89390000000276,Y,3.566257,4.188578,0,0.851424278120164,1
5,40.76180000000022,r,-1.048993,1.086947,0,0.9650820141184436,1
6,40.769500000002154,g,0.785654,0.968502,0,0.8112053459879277,1
7,40.77730000000156,i,3.678011,1.718806,0,2.1398639520690526,1
8,40.78840000000491,z,-6.022746,2.553996,0,2.3581657919589536,1
9,40.79960000000574,Y,0.488898,5.427591,0,0.09007642617138986,1
10,43.75440000000526,r,-0.815848,0.907778,0,0.8987307469447376,1
11,43.76209999999992,g,-0.032484,0.886796,0,0.0366307470940329,1
12,43.7699000000066,i,1.247745,1.384009,0,0.9015439928497575,1
13,43.78100000000268,z,3.445373,2.070719,0,1.6638534731173085,1
14,43.792200000003504,Y,-1.684305,4.826907,0,0.3489408434842436,1
15,47.85570000000007,u,0.702632,1.635729,0,0.4295528171231298,1
16,48.75140000000101,u,-3.431532,1.863241,0,1.8417005636951955,1
17,49.74720000000525,u,-1.368231,1.711911,0,0.7992418998417558,1
18,50.74510000000009,u,-1.33975,2.64419,0,0.5066769029457036,1
19,51.75300000000425,u,-2.197049,2.748614,0,0.7993297712956421,1
20,52.79300000000512,u,3.116049,2.75123,0,1.1326021452223187,1
21,55.99120000000403,r,0.4675,0.886582,0,0.5273059908728127,1
22,55.99880000000121,g,-0.192831,1.01016,0,0.19089154193395108,1
23,56.00640000000567,i,-1.444689,1.591983,0,0.9074776552262178,1
24,56.0173000000068,z,2.403893,2.493629,0,0.9640138930049339,1
25,56.0283000000054,Y,1.165473,6.671868,0,0.17468466102746638,1
26,65.77400000000489,r,-1.926924,1.399586,0,1.3767814196483819,1
27,65.78170000000682,g,-0.646087,1.998264,0,0.3233241453581709,1
28,65.78940000000148,i,-0.634846,1.746099,0,0.3635796137561501,1
29,65.80050000000483,z,-0.356914,2.129039,0,0.1676408933795952,1
30,65.81160000000091,Y,0.281859,4.514095,0,0.06243975813535161,1
31,68.71210000000428,r,0.601724,0.798889,0,0.7532010078997208,1
32,68.71980000000622,g,0.367614,0.797749,0,0.46081411571810177,1
33,68.72750000000087,i,1.113076,1.35776,0,0.8197884751355172,1
34,68.73860000000423,z,-1.207009,2.084119,0,0.5791459124934805,1
35,68.7497000000003,Y,13.502656,4.75097,0,2.842084037575485,1
36,71.70210000000225,r,-0.099714,0.789506,0,0.12629923015151245,1
37,71.70990000000165,g,0.283936,0.711641,0,0.3989876918277615,1
38,71.71760000000359,i,-0.570092,1.23131,0,0.4629963209914644,1
39,71.72880000000441,z,0.007883,1.812999,0,0.004348044317729905,1
40,71.73990000000049,Y,5.317688,4.443181,0,1.196820026012895,1
41,80.77780000000348,u,0.672559,1.759105,0,0.38233021906026077,1
42,83.65630000000237,r,-0.342961,1.185304,0,0.2893443369802178,1
43,83.66410000000178,g,0.618083,1.404496,0,0.4400745890340735,1
44,83.67180000000371,i,-1.03947,1.689492,0,0.6152559467579604,1
45,83.68300000000454,z,-4.728148,2.520756,0,1.8756865003990866,1
46,83.69410000000062,Y,-1.531666,6.369933,0,0.24045245059877396,1
