,mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0,733.9813999999969,r,0.831893,1.025404,0,0.8112831625388628,1
1,733.9891999999963,g,1.199825,0.955493,0,1.2557130193523134,1
2,733.9968000000008,i,0.052826,1.541729,0,0.03426412813146798,1
3,734.0077000000019,z,2.123521,2.283266,0,0.9300366229777872,1
4,734.0187000000005,Y,5.441287,5.425971,0,1.0028227205784919,1
5,736.9596999999994,r,1.320998,1.408507,0,0.937871093292401,1
6,736.9674000000014,g,0.930404,1.339743,0,0.6944645353623793,1
7,736.9752000000008,i,1.039832,2.084944,0,0.49873377894082527,1
8,736.9862999999968,z,0.832891,3.020374,0,0.2757575717444264,1
9,736.997199999998,Y,-14.747428,7.16494,0,2.058276552211184,1
10,739.962099999997,r,2.087536,1.850145,0,1.1283094027765392,1
11,739.9697999999989,g,5.700761,2.682309,0,2.1253185222135107,1
12,739.9775000000009,i,0.661719,1.919613,0,0.34471479407568084,1
13,739.988400000002,z,-0.994636,2.309023,0,0.4307605424458743,1
14,739.9994000000006,Y,-1.32761,5.007448,0,0.2651270667214118,1
15,755.9445999999953,u,0.893394,2.25434,0,0.39629958213934013,1
16,756.9205999999976,u,-1.333501,2.035352,0,0.6551697200287715,1
17,757.9164999999994,u,3.626546,2.549336,0,1.422545321605312,1
18,758.9116999999969,u,1.383211,1.843991,0,0.7501180862596402,1
19,759.9127000000008,u,-1.942031,2.494102,0,0.7786493896400388,1
20,760.9069000000018,u,-2.659905,2.208128,0,1.2045972878383864,1
21,761.9062999999951,u,-1.702036,3.081248,0,0.5523852672683277,1
22,769.008600000001,r,-0.249882,0.935409,0,0.2671366215206396,1
23,769.0162999999957,g,-1.028812,1.044856,0,0.9846447740167067,1
24,769.0239000000001,i,-0.870027,1.245038,0,0.6987955387707041,1
25,769.0348000000013,z,-0.871074,1.654414,0,0.5265151286195595,1
26,769.0457999999999,Y,-0.022975,4.252653,0,0.005402509915575054,1
27,781.8531000000003,r,15.385022,1.460871,1,10.531403525704869,1
28,781.8607999999949,g,27.39373,1.427387,1,19.191522691463494,1
29,781.8683999999994,i,9.685625,2.19766,0,4.407244523720685,1
30,781.879399999998,z,13.304134,3.204491,0,4.151715202195918,1
31,781.8902999999991,Y,6.116026,7.642711,0,0.8002430027774176,1
32,783.847600000001,u,113.193916,2.932358,1,38.60167005529339,1
33,784.8434999999954,u,142.285736,3.569368,1,39.86300543961845,1
34,785.8385999999955,u,155.88385,3.10892,1,50.1408366892683,1
35,786.8395999999993,u,177.977203,2.872083,1,61.96798734576961,1
36,787.8358999999982,u,172.798309,2.808637,1,61.52390251926468,1
37,788.8335000000006,u,157.584534,2.942591,1,53.55298578701559,1
38,789.8255999999965,u,144.418991,2.620044,1,55.120826596805244,1
