flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
0.744071,,,,,
-0.454005,,,,,
0.233167,,,,,
5.0049,,,,,
3.095227,,,,,
,,,,,
,2.430808,8.404013,21.86351,22.59462,27.157881
,,,,,
,,,,,
,0.585209,7.330848,16.800503,22.169443,23.116859
,,,,,
,,,,,
,3.701944,5.885506,22.07699,22.097275,9.224855
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.016926,4.465242,7.409451,8.795098,2.932431
,,,,,
,,,,,
,4.335724,4.289141,11.064116,12.893582,10.061301
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.016119,,,,,
,0.05648,2.759621,2.1245,6.48086,14.765016
,,,,,
,,,,,
,0.58349,2.293482,4.767662,0.514085,3.735397
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.339422,2.431144,4.744801,1.645462,-1.82016
,,,,,
,,,,,
,-0.809289,3.88594,6.400926,3.473878,14.548801
,,,,,
,,,,,
,-1.861682,3.012426,6.293976,3.022892,19.636036
,,,,,
,,,,,
,,,,,
-0.765616,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.647291,1.786988,4.953932,0.677042,7.338626
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.025995,2.258811,10.448004,1.845381,-6.955571
,,,,,
,,,,,
,-0.52582,1.570981,3.863971,3.794563,8.86207
,,,,,
,,,,,
,1.387662,-0.086387,1.924581,3.351889,11.772404
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
-2.468165,,,,,
-0.148785,,,,,
1.860129,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
