flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
,-0.900979,2.130477,10.368755,20.565882,12.882858
,,,,,
,,,,,
,2.382508,2.937897,12.369765,15.338099,16.948812
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
3.109178,,,,,
3.699243,,,,,
-2.542059,,,,,
0.176394,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-1.915152,2.951355,6.487162,7.704283,5.50549
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2.495835,,,,,
-2.594384,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.858741,-0.485057,2.466786,7.433716,7.402699
,,,,,
,,,,,
,0.911724,0.607743,-1.525465,5.689716,19.697525
,,,,,
,,,,,
,1.395574,1.253628,-1.047556,-0.108374,-0.078561
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.450436,0.084008,-3.085954,5.037835,7.22502
,,,,,
,,,,,
,0.848177,0.584153,2.811327,3.349009,9.223874
,,,,,
,,,,,
,,,,,
,,,,,
0.397773,,,,,
-3.951993,,,,,
1.444791,,,,,
0.485462,,,,,
-1.028649,,,,,
1.449857,,,,,
0.26329,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.382441,0.941317,-0.652234,0.75307,3.323304
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,2.917432,1.258348,0.446966,1.253595,5.000067
,,,,,
,,,,,
,0.369658,1.97982,5.37709,-6.603002,-6.575291
,,,,,
,,,,,
,0.853073,2.721502,-3.12611,-1.699676,1.7572
,,,,,
2.543216,,,,,
0.392722,,,,,
-1.635296,,,,,
-2.249584,,,,,
-0.603681,,,,,
-1.909779,,,,,
-3.289092,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
