flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
-5.267787,,,,,
-6.863103,,,,,
-7.138602,,,,,
-7.085054,,,,,
-3.194118,,,,,
,,,,,
,-8.341902,-6.103661,-8.768032,-6.477732,-14.45013
,,,,,
,,,,,
,-11.151561,-8.201715,-5.940215,-7.650575,-2.261943
,,,,,
,,,,,
,-12.784674,-7.920094,-8.610404,-2.579888,-4.410993
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-4.042986,-3.373492,-3.440056,-6.807929,-0.953403
,,,,,
,,,,,
,-10.02505,-4.145401,-4.917655,-6.208904,-6.375199
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
-0.891689,,,,,
,-4.742493,-4.498454,-4.180047,-5.76683,-23.452463
,,,,,
,,,,,
,-1.702054,-9.304538,-5.63239,-7.48211,-10.549922
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-4.406446,-2.486692,-3.413103,0.04489,11.855698
,,,,,
,,,,,
,-6.394559,-4.011808,-2.76725,-6.316725,-5.606413
,,,,,
,,,,,
,-6.853815,-7.726854,-1.930352,-9.188097,-13.250014
,,,,,
,,,,,
,,,,,
-2.047912,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-5.671469,-5.687968,-5.245727,-5.493965,-5.403075
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-4.213561,-7.110061,-9.029395,-7.9534,-4.075416
,,,,,
,,,,,
,-7.319957,-5.635702,-5.504575,-8.437809,-9.694049
,,,,,
,,,,,
,-5.609172,-5.216025,-8.062438,-4.515066,-10.245864
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
-10.206468,,,,,
-7.223747,,,,,
-5.990255,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
