flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
,7.558922,7.328634,9.921417,17.815039,
,,,,,
,4.978304,5.997188,5.958081,10.409131,30.479486
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,10.349222,12.093886,14.996351,17.205122,21.366373
,,,,,
,,,,,
,12.242535,15.213618,11.900696,16.362003,10.080773
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,15.520518,14.736222,10.407615,12.811902,11.684711
,,,,,
,,,,,
,8.458355,13.271553,11.034802,15.651775,10.002867
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,14.105856,14.24599,13.99592,17.592226,22.084585
,,,,,
,,,,,
,10.033266,9.310225,9.86732,12.01842,10.172355
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.566592,4.466243,0.422991,3.709702,4.731118
,,,,,
,,,,,
,0.465795,0.70175,-2.051386,2.607683,0.145096
,,,,,
,,,,,
,2.065183,2.374531,0.99165,-3.459117,6.924108
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
6.889232,,,,,
2.879107,,,,,
5.717072,,,,,
6.826854,,,,,
7.417763,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.773784,1.921468,-0.530418,4.391273,-1.231137
,,,,,
,,,,,
,,,,,
,-0.429969,2.464134,1.576494,6.619901,6.941819
,,,,,
,,,,,
,2.20121,3.036159,1.842797,0.481591,5.067817
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
-2.329181,,,,,
,,,,,
,,,,,
,1.324369,1.920305,0.418072,5.450083,-1.243192
,,,,,
,,,,,
,4.108541,3.012261,1.849257,9.780979,2.014396
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.691435,2.172262,1.155058,8.025831,6.708019
,,,,,
,,,,,
,3.661768,4.425342,7.996063,11.797485,12.094388
,,,,,
,,,,,
,6.468689,7.327789,11.482305,13.839775,8.483162
,,,,,
,,,,,
,7.744786,7.437309,5.484711,15.888423,-0.777396
7.415652,,,,,
8.906417,,,,,
12.62453,,,,,
10.17958,,,,,
6.662478,,,,,
8.147882,,,,,
8.516298,,,,,
,,,,,
,,,,,
,,,,,
,5.551658,6.101382,13.160139,9.434569,6.657551
,,,,,
,,,,,
,12.094781,11.139797,11.739023,9.815574,23.117537
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
