flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
,17.098516,39.629982,56.111343,51.84697,55.863155
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,6.01588,20.929468,31.530085,25.544527,11.342445
,,,,,
,,,,,
,3.415859,15.412583,26.081472,18.667896,19.211401
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.798705,6.456301,18.065441,13.135139,18.303654
,,,,,
,,,,,
,-0.213642,5.243793,12.880009,15.170058,28.472113
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.399072,6.36789,11.709921,15.823507,9.702467
,,,,,
,,,,,
,1.671906,5.02095,11.529778,13.175769,12.800277
,,,,,
,,,,,
,1.249447,5.17325,12.817896,14.260129,13.695102
,,,,,
,,,,,
,,,,,
1.788918,,,,,
0.867982,,,,,
0.924384,,,,,
-0.472027,,,,,
0.023201,,,,,
-1.018749,,,,,
,,,,,
,,,,,
,0.735696,3.785543,8.179658,14.541605,14.003242
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,5.310799,5.055475,9.757569,8.649256,10.860476
,,,,,
,,,,,
,0.601348,4.771552,5.701193,10.190411,10.628945
,,,,,
,,,,,
,0.332425,2.984588,7.032455,8.132058,13.975775
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
-1.096507,,,,,
,,,,,
,,,,,
,-0.388641,2.047384,5.312918,5.354204,5.990366
,,,,,
,,,,,
,0.841197,3.998852,4.938718,7.32147,7.254741
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.439726,3.346965,3.86724,4.402422,5.71567
,,,,,
,,,,,
,0.106561,2.461288,4.983478,8.345877,7.942607
,,,,,
,,,,,
,-0.692641,2.300485,5.114864,5.504244,8.97199
,,,,,
1.224571,,,,,
-0.555066,,,,,
0.429702,,,,,
2.543396,,,,,
1.021887,,,,,
3.668538,,,,,
0.968274,,,,,
,,,,,
,,,,,
,,,,,
,0.106626,1.924924,4.566678,3.766024,1.734719
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.460066,1.757938,1.716744,3.384049,8.44905
,,,,,
,,,,,
,1.69951,0.733071,4.228445,5.526694,5.603253
,,,,,
,,,,,
,-0.44737,1.040894,3.651606,6.483219,-2.094799
,,,,,
,,,,,
3.491796,,,,,
0.89218,,,,,
2.359991,,,,,
-4.372772,,,,,
2.357331,,,,,
-2.049095,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
