flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
,2.009156,0.413345,1.282119,2.654999,-8.549807
,,,,,
,,,,,
,-4.071007,-0.673868,-0.353119,4.902175,-0.102502
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.1496,-2.761257,-1.973783,0.140735,-7.129228
,,,,,
,,,,,
,,,,,
,0.038705,0.525382,0.521027,-2.042141,0.263047
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.724977,0.170268,0.529107,-1.35669,0.916251
,,,,,
,,,,,
,3.923953,0.260683,2.633803,2.518656,-5.187055
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,2.717266,1.94385,0.14785,-1.837471,4.951165
,,,,,
,,,,,
,1.212785,0.8374,-3.034708,-0.82039,2.429167
,,,,,
,,,,,
,0.946216,1.031397,-2.01361,1.194625,-1.38087
,,,,,
,,,,,
,,,,,
,,,,,
-1.590309,,,,,
-2.376656,,,,,
-0.631297,,,,,
,,,,,
,,,,,
,-0.259583,-1.414154,-0.0825,0.26874,-1.693572
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.903811,-1.783338,2.051437,2.717469,8.142757
,,,,,
,,,,,
,-0.743007,-2.358973,-2.319787,3.795642,-11.037263
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.660982,-2.082738,-0.497041,-4.315408,-0.559919
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,2.52753,8.041223,10.44152,9.813017,23.807034
,,,,,
,,,,,
,,,,,
,1.781475,8.730636,18.827942,20.888882,21.603329
,,,,,
,,,,,
,1.429933,12.000052,22.312361,23.069494,28.11133
,,,,,
1.61559,,,,,
-2.433805,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
