flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
,-0.029589,0.276949,-0.101739,0.057467,3.749966
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.298818,-0.228443,-0.033289,3.792744,0.337773
,,,,,
,,,,,
,1.278854,1.178509,2.011723,-2.25549,-0.461799
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-1.398269,-0.154675,2.09653,-1.487658,-1.913827
,,,,,
,,,,,
,-1.985835,1.863746,2.934866,2.813251,9.633704
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.067872,-0.077137,0.314835,0.673102,-3.92415
,,,,,
,,,,,
,-0.694408,1.559993,-0.322514,0.703849,2.321543
,,,,,
,,,,,
,2.207721,1.745031,5.081222,-0.14028,-3.125865
,,,,,
,,,,,
,,,,,
-1.802131,,,,,
3.172409,,,,,
-1.866965,,,,,
2.189022,,,,,
7.587534,,,,,
2.118372,,,,,
,,,,,
,,,,,
,-0.429305,9.553144,15.692467,14.070518,13.533271
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.44694,5.992538,14.010257,10.726184,9.363779
,,,,,
,,,,,
,0.519441,3.833815,12.302754,11.136881,-0.840746
,,,,,
,,,,,
,1.987854,3.882794,10.13076,11.293513,7.459515
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.875066,,,,,
,,,,,
,,,,,
,-0.992814,1.417382,4.076731,9.27562,1.665922
,,,,,
,,,,,
,-2.439917,1.534538,9.276776,0.784718,8.596734
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.232409,1.532811,1.90312,5.461682,-1.231137
,,,,,
,,,,,
,1.338282,-0.698596,4.820675,6.030404,1.916355
,,,,,
,,,,,
,0.464667,1.167538,3.358962,3.455903,-1.237913
,,,,,
-1.005824,,,,,
-0.696076,,,,,
1.619289,,,,,
0.271227,,,,,
0.668492,,,,,
2.148888,,,,,
-0.512338,,,,,
,,,,,
,,,,,
,,,,,
,0.218875,0.209973,1.584673,3.875747,7.265165
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-0.819137,-0.160099,-1.375477,1.484621,2.627031
,,,,,
,,,,,
,1.319028,0.385573,0.232779,3.985635,0.085683
,,,,,
,,,,,
,0.682854,0.987625,1.302043,-4.186495,-1.088777
,,,,,
,,,,,
1.70793,,,,,
2.507841,,,,,
-3.371777,,,,,
-2.759296,,,,,
2.171373,,,,,
0.262161,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
