flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
,0.825053,1.1878,2.415273,-0.954418,3.951325
,,,,,
,,,,,
,-1.176125,-1.302537,1.954362,5.141984,-6.646115
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
3.648104,,,,,
3.685899,,,,,
6.831874,,,,,
5.245847,,,,,
8.570568,,,,,
7.426776,,,,,
,,,,,
,,,,,
,7.626534,8.164003,7.758381,9.342382,2.065268
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,8.907345,11.478123,10.094515,6.820302,6.783919
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
9.038148,,,,,
,,,,,
,,,,,
,8.648233,8.96016,9.501459,12.44229,13.662362
,,,,,
,,,,,
,14.066614,8.675279,9.116728,7.053113,7.506463
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,5.397671,5.382632,6.996493,4.903543,14.333356
,,,,,
,,,,,
,5.564893,5.235916,3.719224,7.30417,8.73785
,,,,,
,,,,,
,4.864985,6.202748,6.259892,6.154823,2.369215
4.606298,,,,,
5.658733,,,,,
7.436665,,,,,
2.516587,,,,,
3.095094,,,,,
4.723387,,,,,
-0.013342,,,,,
,,,,,
,,,,,
,,,,,
,1.995081,3.711678,3.546902,3.028808,10.619828
,,,,,
,,,,,
,6.148293,1.436269,3.318037,3.988487,20.00765
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.770387,1.970474,2.232383,1.517664,0.675482
,,,,,
,,,,,
,0.980831,1.08119,4.046401,-1.604177,8.227027
,,,,,
,,,,,
,1.110096,0.856896,-0.229805,1.778969,5.177017
,,,,,
3.741328,,,,,
1.753652,,,,,
0.195733,,,,,
1.204309,,,,,
5.104711,,,,,
2.073851,,,,,
3.170079,,,,,
,,,,,
,,,,,
,,,,,
,3.468887,1.793466,-0.971093,2.173008,5.427207
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,2.013288,1.2577,2.675244,-2.516021,7.009115
,,,,,
,,,,,
,-0.191762,1.657409,0.735284,-0.242602,-3.39204
,,,,,
,,,,,
,1.499808,1.685732,-1.11682,-0.817641,-7.58205
,,,,,
,,,,,
,0.27289,0.004905,1.263213,-3.159181,-3.169914
0.214125,,,,,
1.630509,,,,,
-2.427948,,,,,
4.318392,,,,,
-0.622533,,,,,
0.456106,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
