flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
,6.057699,15.387826,20.225927,23.052155,23.747873
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,12.542248,25.501881,36.565586,38.788399,30.403486
,,,,,
,,,,,
,11.191037,30.424345,41.428154,38.284138,39.230431
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
7.174299,,,,,
,,,,,
,,,,,
,12.192991,30.866495,43.573833,44.546677,53.065186
,,,,,
,,,,,
,11.984276,31.379427,43.523933,42.738075,37.87241
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,9.585299,29.326046,42.505966,49.600849,49.156544
,,,,,
,,,,,
,10.449877,28.37504,41.172195,50.767918,51.509098
,,,,,
,,,,,
,8.365592,27.961216,42.668461,47.736256,43.565094
9.006215,,,,,
2.505326,,,,,
8.8549,,,,,
7.34242,,,,,
6.64698,,,,,
4.73581,,,,,
5.073629,,,,,
,,,,,
,,,,,
,,,,,
,5.344234,24.186235,36.673397,46.818882,46.262161
,,,,,
,,,,,
,5.901706,22.172606,35.85918,43.30645,46.900928
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,3.219814,19.03149,31.312054,34.6558,48.893604
,,,,,
,,,,,
,4.280917,16.22109,31.290051,38.677166,48.314064
,,,,,
,,,,,
,6.665555,12.597345,25.216745,37.726612,32.346371
,,,,,
1.919102,,,,,
-4.818892,,,,,
3.058935,,,,,
5.925753,,,,,
5.554773,,,,,
-2.097687,,,,,
2.281679,,,,,
,,,,,
,,,,,
,1.0755,11.532022,22.230242,30.08795,39.813637
,,,,,
,,,,,
,3.639287,9.67823,20.396503,20.380985,34.828529
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,2.287597,8.256251,17.319597,22.918573,26.486607
,,,,,
,,,,,
,-0.881206,7.846386,14.367714,21.811304,33.94809
,,,,,
,,,,,
,2.749175,7.866085,15.127475,23.994682,26.999657
,,,,,
,,,,,
,0.930775,6.813662,14.2612,18.839212,25.781824
,,,,,
1.114704,,,,,
1.240671,,,,,
2.185987,,,,,
0.859072,,,,,
2.701779,,,,,
,,,,,
,,,,,
,1.518363,4.601446,9.116825,17.499453,23.895733
,,,,,
,,,,,
,-1.521805,3.908286,11.673306,16.540537,19.373903
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
